Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
83438958,18FEDF00,true,Rx,0,8,85,80,25,7D,FB,FF,FF,F3,
83450241,0CF00400,true,Rx,0,8,30,7D,84,79,17,00,0F,84,
83453840,18F00100,true,Rx,0,8,FF,FF,FF,FF,00,FF,FF,FF,
83454656,18FEBD00,true,Rx,0,8,00,F0,FF,FF,FF,FF,FF,FF,
83464137,18F00F52,true,Rx,0,8,FF,FF,FF,FF,FF,7F,1F,1F,
83464690,0CF00300,true,Rx,0,8,D1,00,0D,FF,FF,FF,6B,FF,
83468354,18FFC13D,true,Rx,0,8,46,FF,FF,FF,FF,FF,FF,FF,
83470362,0CF00400,true,Rx,0,8,30,7D,84,80,17,00,0F,84,
83473727,0CFE6CEE,true,Rx,0,8,00,3F,FF,C5,00,00,00,00,
83474288,18F00029,true,Rx,0,8,F0,7D,7D,FF,29,FF,FF,FF,
83479202,18E0FF00,true,Rx,0,8,00,FF,FF,FF,FF,FF,FF,FF,
83484105,18FEF000,true,Rx,0,8,FF,FF,FF,90,1A,F0,CC,FF,
83490430,0CF00400,true,Rx,0,8,30,7D,84,74,17,00,0F,85,
83504126,18FEF500,true,Rx,0,8,BF,FF,FF,FF,FF,FF,FF,FF,
83510050,18FEF100,true,Rx,0,8,F4,00,00,50,00,00,00,00,
83510755,0CF00400,true,Rx,0,8,30,7D,84,7A,17,00,0F,84,
83514116,0CF00300,true,Rx,0,8,D1,00,0D,FF,FF,FF,6B,FF,
83514461,18F00F52,true,Rx,0,8,FF,FF,FF,FF,FF,7F,1F,1F,
83518962,18FFC400,true,Rx,0,8,00,00,00,00,00,F1,FF,FF,
83523897,0CFE6CEE,true,Rx,0,8,00,3F,FF,C5,00,00,00,00,
83524460,1885FF00,true,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
83529169,18FEF200,true,Rx,0,8,27,00,00,00,15,03,FF,FF,
83530158,0CF00400,true,Rx,0,8,20,7D,84,84,17,00,0F,84,
83544181,18FF0A00,true,Rx,0,8,EF,FF,FF,FF,FF,FF,FF,FF,
83550221,0CF00400,true,Rx,0,8,20,7D,84,76,17,00,0F,84,
83554092,18F00100,true,Rx,0,8,FF,FF,FF,FF,00,FF,FF,FF,
83564124,18F00F52,true,Rx,0,8,FF,FF,FF,FF,FF,7F,1F,1F,
83564690,0CF00300,true,Rx,0,8,D1,00,0D,FF,FF,FF,6B,FF,
83569160,18FDE500,true,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FB,
83570381,0CF00400,true,Rx,0,8,30,7D,84,6B,17,00,0F,85,
83573746,0CFE6CEE,true,Rx,0,8,00,3F,FF,C5,00,00,00,00,
83574297,18F00029,true,Rx,0,8,F0,7D,7D,FF,29,FF,FF,FF,
83584076,18FEF000,true,Rx,0,8,FF,FF,FF,90,1A,F0,CC,FF,
83589211,18FE5600,true,Rx,0,8,A1,3E,FF,FF,1F,FF,FF,FF,
83590120,0CF00400,true,Rx,0,8,30,7D,84,6D,17,00,0F,84,
83611853,18FEF100,true,Rx,0,8,F4,00,00,50,00,00,00,00,
83611858,0CF00400,true,Rx,0,8,30,7D,84,72,17,00,0F,84,
83614124,0CF00300,true,Rx,0,8,D1,00,0D,FF,FF,FF,6B,FF,
83614464,18F00F52,true,Rx,0,8,FF,FF,FF,FF,FF,7F,1F,1F,
83615135,18ECFF00,true,Rx,0,8,20,32,00,08,FF,CA,FE,00,
83615714,18FFC33D,true,Rx,0,8,00,00,00,00,31,00,00,C2,
83623705,0CFE6CEE,true,Rx,0,8,00,3F,FF,C5,00,00,00,00,
83630140,18FEF200,true,Rx,0,8,1D,00,00,00,15,03,FF,FF,
83630145,0CF00400,true,Rx,0,8,20,7D,84,77,17,00,0F,84,
83634035,18FEC100,true,Rx,0,8,C9,0E,42,04,1B,20,42,04,
83664075,18F00F52,true,Rx,0,8,FF,FF,FF,FF,FF,7F,1F,1F,
83664634,0CF00300,true,Rx,0,8,D1,00,0D,FF,FF,FF,6B,FF,
83671263,18EBFF00,true,Rx,0,8,01,47,FF,61,00,03,7E,64,
83671269,0CF00400,true,Rx,0,8,30,7D,84,6C,17,00,0F,84,
83673860,0CFE6CEE,true,Rx,0,8,00,3F,FF,C5,00,00,00,00,
83674427,18F00029,true,Rx,0,8,F0,7D,7D,FF,29,FF,FF,FF,
83684179,18FEF000,true,Rx,0,8,FF,FF,FF,90,1A,F0,CC,FF,
83690368,0CF00400,true,Rx,0,8,30,7D,84,74,17,00,0F,84,
83699076,18FEDF00,true,Rx,0,8,85,80,25,7D,FB,FF,FF,F3,
83710159,18FEF100,true,Rx,0,8,F4,00,00,50,00,00,00,00,
83710558,0CF00400,true,Rx,0,8,30,7D,84,66,17,00,0F,84,
83714148,0CF00300,true,Rx,0,8,D1,00,0D,FF,FF,FF,6B,FF,
83714699,18F00F52,true,Rx,0,8,FF,FF,FF,FF,FF,7F,1F,1F,
83719087,18FFC400,true,Rx,0,8,00,00,00,00,00,F1,FF,FF,
83721186,18EBFF00,true,Rx,0,8,02,00,02,04,33,04,03,7E,
83723783,0CFE6CEE,true,Rx,0,8,00,3F,FF,C5,00,00,00,00,
83730534,18FEF200,true,Rx,0,8,26,00,00,00,16,03,FF,FF,
83730539,0CF00400,true,Rx,0,8,30,7D,84,5C,17,00,0F,85,
83750235,0CF00400,true,Rx,0,8,30,7D,84,5F,17,00,0F,84,
83754028,18F00100,true,Rx,0,8,FF,FF,FF,FF,00,FF,FF,FF,
83764123,18F00F52,true,Rx,0,8,FF,FF,FF,FF,FF,7F,1F,1F,
83764681,0CF00300,true,Rx,0,8,D1,00,0D,FF,FF,FF,6B,FF,
83770596,0CF00400,true,Rx,0,8,40,7D,84,64,17,00,0F,85,
83773775,0CFE6CEE,true,Rx,0,8,00,3F,FF,C5,00,00,00,00,
83774334,18F00029,true,Rx,0,8,F0,7D,7D,FF,29,FF,FF,FF,
83774875,18EBFF00,true,Rx,0,8,03,08,11,03,7E,0B,11,03,
83784122,18FEF000,true,Rx,0,8,FF,FF,FF,90,1A,F0,CC,FF,
83790218,0CF00400,true,Rx,0,8,30,7D,84,6C,17,00,0F,84,
83815155,18F00F52,true,Rx,0,8,FF,FF,FF,FF,FF,7F,1F,1F,
83815707,18FFC33D,true,Rx,0,8,00,00,00,00,31,00,00,C2,
83823917,0CFE6CEE,true,Rx,0,8,00,3F,FF,C5,00,00,00,00,
83831219,18FEF200,true,Rx,0,8,26,00,00,00,15,03,FF,FF,
83831225,0CF00400,true,Rx,0,8,40,7D,84,68,17,00,0F,85,
83831230,18EBFF00,true,Rx,0,8,04,7E,A1,0D,04,7E,BA,12,
83844077,18FEEF00,true,Rx,0,8,FF,FF,FF,FE,FF,FF,FF,FA,
83850727,0CF00400,true,Rx,0,8,30,7D,84,73,17,00,0F,84,
83853977,18F00100,true,Rx,0,8,FF,FF,FF,FF,00,FF,FF,FF,
83864010,18F00F52,true,Rx,0,8,FF,FF,FF,FF,FF,7F,1F,1F,
83864556,0CF00300,true,Rx,0,8,D1,00,0D,FF,FF,FF,6B,FF,
83865109,18FEF600,true,Rx,0,8,FF,00,55,FF,FF,FF,FF,FF,
83870886,0CF00400,true,Rx,0,8,30,7D,84,68,17,00,0F,84,
83873866,0CFE6CEE,true,Rx,0,8,00,3F,FF,C5,00,00,00,00,
83874437,18F00029,true,Rx,0,8,F0,7D,7D,FF,29,FF,FF,FF,
83874990,18FEC1EE,true,Rx,0,8,E4,31,A2,06,E8,3E,01,00,
83909678,18FEF100,true,Rx,0,8,F4,00,00,50,00,00,00,00,
83910777,0CF00400,true,Rx,0,8,40,7D,84,63,17,00,0F,85,
83913900,0CF00300,true,Rx,0,8,D1,00,0D,FF,FF,FF,6B,FF,
83914456,18F00F52,true,Rx,0,8,FF,FF,FF,FF,FF,7F,1F,1F,
83919051,18FFC400,true,Rx,0,8,00,00,00,00,00,F1,FF,FF,
83923972,0CFE6CEE,true,Rx,0,8,00,3F,FF,C5,00,00,00,00,
83924273,18FEE6EE,true,Rx,0,8,CC,35,0F,07,57,27,70,7A,
83931865,18FEF200,true,Rx,0,8,27,00,00,00,15,03,FF,FF,
83931870,0CF00400,true,Rx,0,8,40,7D,84,69,17,00,0F,85,
83941076,18EBFF00,true,Rx,0,8,06,0C,04,02,54,00,09,08,
83951281,0CF00400,true,Rx,0,8,40,7D,84,6E,17,00,0F,84,
83953993,18F00100,true,Rx,0,8,FF,FF,FF,FF,00,FF,FF,FF,
