Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
12603656,18ECFF00,true,Rx,0,8,20,1C,00,04,FF,E3,FE,00,
12604219,18FEE900,true,Rx,0,8,27,00,00,00,8A,25,05,00,
12607065,0CF00400,true,Rx,0,8,F0,7D,83,B0,12,FF,F0,FF,
12608383,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
12617015,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
12627074,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
12627617,18F00503,true,Rx,0,8,FF,FF,FF,7D,FF,FF,FF,FF,
12628442,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
12637113,0CF00300,true,Rx,0,8,F1,01,0D,FF,FF,FF,7B,FF,
12637731,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
12638294,18F00029,true,Rx,0,8,F0,7D,7D,F0,FF,FF,F0,7D,
12642809,18FF0B21,true,Rx,0,8,D0,F0,FF,FF,53,44,FF,FF,
12644605,18EA0021,true,Rx,0,3,F2,FE,00,00,00,00,00,00,
12647023,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
12648378,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
12655518,18EBFF00,true,Rx,0,8,01,C0,12,BE,E0,47,D3,A0,
12655523,18FEE400,true,Rx,0,8,FF,FF,FF,FC,FF,FF,FF,FF,
12656994,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
12667157,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
12667703,18FEF227,true,Rx,0,8,09,00,00,00,F3,04,FF,FF,
12668518,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
12677132,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
12687059,0CF00300,true,Rx,0,8,F1,01,0C,FF,FF,FF,7B,FF,
12687605,0CF00400,true,Rx,0,8,F0,7D,83,D0,12,FF,F0,FF,
12688161,18FEDF00,true,Rx,0,8,80,FF,FF,FF,FF,FF,FF,FF,
12688962,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
12689518,18FF0A27,true,Rx,0,8,FF,0F,FF,FF,FF,FF,FF,FF,
12695281,18FF0B21,true,Rx,0,8,D0,F0,FF,FF,53,44,FF,FF,
12697164,0CF00400,true,Rx,0,8,F0,7D,83,D0,12,FF,F0,FF,
12697710,18FEEF00,true,Rx,0,8,72,FF,FF,3D,FF,FF,FF,FF,
12698266,18FEF100,true,Rx,0,8,07,00,00,04,01,FF,FF,3F,
12703770,18EBFF00,true,Rx,0,8,02,23,DA,50,2D,DC,B0,36,
12707120,0CF00400,true,Rx,0,8,F0,7D,83,D0,12,FF,F0,FF,
12707665,18FEF600,true,Rx,0,8,FF,2D,46,FF,FF,FF,FF,FF,
12708483,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
12717140,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
12717694,18FEF500,true,Rx,0,8,BF,FF,FF,D0,25,FF,FF,FF,
12718255,18FEF700,true,Rx,0,8,FF,FF,FF,FF,32,02,FF,FF,
12727000,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
12727550,18F00503,true,Rx,0,8,FF,FF,FF,7D,FF,FF,FF,FF,
12728350,18FEED27,true,Rx,0,8,96,FF,FF,FF,FF,FF,FF,FF,
12728899,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
12737136,0CF00300,true,Rx,0,8,F1,01,0D,FF,FF,FF,7B,FF,
12737732,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
12738328,18F00029,true,Rx,0,8,F0,7D,7D,F0,FF,FF,F0,7D,
12742729,18FF0B21,true,Rx,0,8,D0,F0,FF,FF,53,44,FF,FF,
12747248,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
12747809,18FEE527,true,Rx,0,8,29,B1,0A,00,B4,CC,20,00,
12748605,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
12756942,18EBFF00,true,Rx,0,8,03,DD,F0,55,94,02,83,04,
12757352,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
12757718,18FEEE00,true,Rx,0,8,68,FF,00,FF,FF,FF,FF,FF,
12767220,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
12767880,18FEF227,true,Rx,0,8,09,00,00,00,F3,04,FF,FF,
12768585,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
12777195,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
12787085,0CF00300,true,Rx,0,8,F1,01,0C,FF,FF,FF,7B,FF,
12787631,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
12788447,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
12792841,18FF0B21,true,Rx,0,8,D0,F0,FF,FF,53,44,FF,FF,
12797254,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
12797823,18FEF100,true,Rx,0,8,07,00,00,04,01,FF,FF,3F,
12803603,18EBFF00,true,Rx,0,8,04,80,57,32,FF,FF,FF,FF,
12806979,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
12808557,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
12817187,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
12827085,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
12827631,18F00503,true,Rx,0,8,FF,FF,FF,7D,FF,FF,FF,FF,
12828450,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
12836995,0CF00300,true,Rx,0,8,F1,01,0C,FF,FF,FF,7B,FF,
12837863,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
12838503,18F00029,true,Rx,0,8,F0,7D,7D,F0,FF,FF,F0,7D,
12842800,18FF0B21,true,Rx,0,8,D0,F0,FF,FF,53,44,FF,FF,
12849727,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
12849732,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
12857163,0CF00400,true,Rx,0,8,F0,7D,83,D0,12,FF,F0,FF,
12867153,0CF00400,true,Rx,0,8,F0,7D,83,D0,12,FF,F0,FF,
12867698,18FEF227,true,Rx,0,8,09,00,00,00,F3,04,FF,FF,
12868617,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
12877157,0CF00400,true,Rx,0,8,F0,7D,83,D0,12,FF,F0,FF,
12887181,0CF00300,true,Rx,0,8,F1,01,0C,FF,FF,FF,7B,FF,
12887727,0CF00400,true,Rx,0,8,F0,7D,82,D0,12,FF,F0,FF,
12888538,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
12892662,18EA0021,true,Rx,0,3,00,00,00,00,00,00,00,00,
12893226,18FF0B21,true,Rx,0,8,D0,F0,FF,FF,53,44,FF,FF,
12896983,0CF00400,true,Rx,0,8,F0,7D,82,D0,12,FF,F0,FF,
12897803,18FEF100,true,Rx,0,8,07,00,00,04,01,FF,FF,3F,
12907125,0CF00400,true,Rx,0,8,F0,7D,82,D0,12,FF,F0,FF,
12908442,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
12917186,0CF00400,true,Rx,0,8,F0,7D,82,D0,12,FF,F0,FF,
12917740,18ECFF27,true,Rx,0,8,20,0A,00,02,FF,CA,FE,00,
12927008,0CF00400,true,Rx,0,8,F0,7D,82,D0,12,FF,F0,FF,
12927817,18F00503,true,Rx,0,8,FF,FF,FF,7D,FF,FF,FF,FF,
12928610,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
12937222,0CF00300,true,Rx,0,8,F1,01,0C,FF,FF,FF,7B,FF,
12937779,0CF00400,true,Rx,0,8,F0,7D,82,D0,12,FF,F0,FF,
12938328,18F00029,true,Rx,0,8,F0,7D,7D,F0,FF,FF,F0,7D,
12938875,18FEDF00,true,Rx,0,8,80,FF,FF,FF,FF,FF,FF,FF,
12942770,18FF0B21,true,Rx,0,8,D0,F0,FF,FF,53,44,FF,FF,
12947152,0CF00400,true,Rx,0,8,F0,7D,82,D0,12,FF,F0,FF,
12948477,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
12958042,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
12967093,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
12967635,18EBFF27,true,Rx,0,8,01,04,FF,22,F0,23,94,52,
12968200,18FEF227,true,Rx,0,8,13,00,00,00,F3,04,FF,FF,
12968999,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
12977082,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
12987117,0CF00300,true,Rx,0,8,F1,01,0C,FF,FF,FF,7B,FF,
12987663,0CF00400,true,Rx,0,8,F0,7D,83,B0,12,FF,F0,FF,
12988483,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
12992866,18FF0B21,true,Rx,0,8,D0,F0,FF,FF,53,44,FF,FF,
12997137,0CF00400,true,Rx,0,8,F0,7D,83,B0,12,FF,F0,FF,
12997691,18FEF100,true,Rx,0,8,07,00,00,04,01,FF,FF,3F,
13007024,0CF00400,true,Rx,0,8,F0,7D,83,B0,12,FF,F0,FF,
13008593,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
13016986,0CF00400,true,Rx,0,8,F0,7D,82,D0,12,FF,F0,FF,
13017590,18EBFF27,true,Rx,0,8,02,EE,83,81,FF,FF,FF,FF,
13027155,0CF00400,true,Rx,0,8,F0,7D,82,D0,12,FF,F0,FF,
13027701,18F00503,true,Rx,0,8,FF,FF,FF,7D,FF,FF,FF,FF,
13028519,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
13065121,0CF00300,true,Rx,0,8,F1,01,0C,FF,FF,FF,7B,FF,
13065126,0CF00400,true,Rx,0,8,F0,7D,82,D0,12,FF,F0,FF,
13065132,18F00029,true,Rx,0,8,F0,7D,7D,F0,FF,FF,F0,7D,
13065137,18FF0B21,true,Rx,0,8,D0,F0,FF,FF,53,44,FF,FF,
13065142,0CF00400,true,Rx,0,8,F0,7D,82,D0,12,FF,F0,FF,
13065148,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
13065153,0CF00400,true,Rx,0,8,F0,7D,82,D0,12,FF,F0,FF,
13068329,0CF00400,true,Rx,0,8,F0,7D,82,D0,12,FF,F0,FF,
13068334,18FEF227,true,Rx,0,8,13,00,00,00,F3,04,FF,FF,
13068670,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
13077054,0CF00400,true,Rx,0,8,F0,7D,82,D0,12,FF,F0,FF,
13088352,0CF00300,true,Rx,0,8,F1,01,0C,FF,FF,FF,7B,FF,
13088357,0CF00400,true,Rx,0,8,F0,7D,82,D0,12,FF,F0,FF,
13088688,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
13092849,18FEE421,true,Rx,0,8,FF,FF,FC,FF,FF,FF,FF,FF,
13093405,1CDE0017,true,Rx,0,8,F0,FC,FF,FF,FF,FF,FF,FF,
13093958,18FF0B21,true,Rx,0,8,D0,F0,FF,FF,53,44,FF,FF,
13097166,0CF00400,true,Rx,0,8,F0,7D,82,D0,12,FF,F0,FF,
13097710,18FEF100,true,Rx,0,8,07,00,00,04,01,FF,FF,3F,
13108096,0CF00400,true,Rx,0,8,F0,7D,82,D0,12,FF,F0,FF,
13108427,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
13116983,0CF00400,true,Rx,0,8,F0,7D,82,D0,12,FF,F0,FF,
13127924,0CF00400,true,Rx,0,8,F0,7D,82,D0,12,FF,F0,FF,
13127929,18F00503,true,Rx,0,8,FF,FF,FF,7D,FF,FF,FF,FF,
13128537,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
13137155,0CF00300,true,Rx,0,8,F1,01,0D,FF,FF,FF,7B,FF,
13137701,0CF00400,true,Rx,0,8,F0,7D,82,D0,12,FF,F0,FF,
13138263,18F00029,true,Rx,0,8,F0,7D,7D,F0,FF,FF,F0,7D,
13142645,18FF0B21,true,Rx,0,8,D0,F0,FF,FF,53,44,FF,FF,
13148608,0CF00400,true,Rx,0,8,F0,7D,82,D0,12,FF,F0,FF,
13148614,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
13153422,18ECFF00,true,Rx,0,8,20,0A,00,02,FF,CA,FE,00,
13157110,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
13169210,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
13169215,18FEF227,true,Rx,0,8,09,00,00,00,F3,04,FF,FF,
13169220,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
13177229,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
13188616,0CF00300,true,Rx,0,8,F1,01,0C,FF,FF,FF,7B,FF,
13188621,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
13188626,18FEDF00,true,Rx,0,8,80,FF,FF,FF,FF,FF,FF,FF,
13188964,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
13189521,18FF0A27,true,Rx,0,8,FF,0F,FF,FF,FF,FF,FF,FF,
13192889,18FF0B21,true,Rx,0,8,D0,F0,FF,FF,53,44,FF,FF,
13197038,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
13197582,18FEEF00,true,Rx,0,8,72,FF,FF,3D,FF,FF,FF,FF,
13198473,18FEF100,true,Rx,0,8,07,00,00,04,01,FF,FF,3F,
13203285,18EBFF00,true,Rx,0,8,01,05,3F,21,D4,4A,A6,51,
13209082,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
13209087,18FEF600,true,Rx,0,8,FF,2D,46,FF,FF,FF,FF,FF,
13209096,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
13217190,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
13229092,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
13229097,18F00503,true,Rx,0,8,FF,FF,FF,7D,FF,FF,FF,FF,
13229103,18FECA03,true,Rx,0,8,00,FF,00,00,00,00,FF,FF,
13229108,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
13237177,0CF00300,true,Rx,0,8,F1,01,0C,FF,FF,FF,7B,FF,
13237723,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
13238285,18F00029,true,Rx,0,8,F0,7D,7D,F0,FF,FF,F0,7D,
13242743,18FF0B21,true,Rx,0,8,D0,F0,FF,FF,53,44,FF,FF,
13249369,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
13249375,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
13253310,18EBFF00,true,Rx,0,8,02,EB,29,A6,FF,FF,FF,FF,
13257025,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
13262871,18FEAE30,true,Rx,0,8,FF,FF,00,00,FF,00,FF,FF,
13271343,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
13271348,18FEF227,true,Rx,0,8,09,00,00,00,F3,04,FF,FF,
13271353,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
13277181,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
13289985,0CF00300,true,Rx,0,8,F1,01,0B,FF,FF,FF,7B,FF,
13289990,0CF00400,true,Rx,0,8,F0,7D,82,D0,12,FF,F0,FF,
13289996,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
13292487,18EA0021,true,Rx,0,3,00,00,00,00,00,00,00,00,
13293298,18FF0B21,true,Rx,0,8,D0,F0,FF,FF,53,44,FF,FF,
13297034,0CF00400,true,Rx,0,8,F0,7D,82,D0,12,FF,F0,FF,
13297842,18FEF100,true,Rx,0,8,07,00,00,04,01,FF,FF,3F,
13309692,0CF00400,true,Rx,0,8,F0,7D,82,D0,12,FF,F0,FF,
13309697,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
13317021,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
13327057,18F00503,true,Rx,0,8,FF,FF,FF,7D,FF,FF,FF,FF,
13329830,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
13329835,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
13337188,0CF00300,true,Rx,0,8,F1,01,0C,FF,FF,FF,7B,FF,
13337734,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
13338299,18F00029,true,Rx,0,8,F0,7D,7D,F0,FF,FF,F0,7D,
13342672,18FF0B21,true,Rx,0,8,D0,F0,FF,FF,53,44,FF,FF,
13347075,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
13349744,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
13357108,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
13367149,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
13372084,18FEF227,true,Rx,0,8,09,00,00,00,F3,04,FF,FF,
13372089,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
13377357,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
13387180,0CF00300,true,Rx,0,8,F1,01,0C,FF,FF,FF,7B,FF,
13390392,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
13390397,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
13392871,18FF0B21,true,Rx,0,8,D0,F0,FF,FF,53,44,FF,FF,
13397119,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
13397664,18FEF100,true,Rx,0,8,07,00,00,04,01,FF,FF,3F,
13407177,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
13410872,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
13417237,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
13427003,18F00503,true,Rx,0,8,FF,FF,FF,7D,FF,FF,FF,FF,
13427553,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
13430651,0CFE6CEE,true,Rx,0,8,00,3F,FF,C4,00,00,00,00,
13437226,0CF00300,true,Rx,0,8,F1,01,0B,FF,FF,FF,7B,FF,
13437779,0CF00400,true,Rx,0,8,F0,7D,83,C0,12,FF,F0,FF,
13438328,18F00029,true,Rx,0,8,F0,7D,7D,F0,FF,FF,F0,7D,
13438879,18FEDF00,true,Rx,0,8,80,FF,FF,FF,FF,FF,FF,FF,
